,total_sqft,bhk,baths,prices_lakh,area_ Built-up Area,area_ Carpet Area,area_ Plot Area,area_ Super built-up Area,price_per_sqft,Burari,Dilshad Colony,Dilshad Garden,Dwarka Mor,Hari Nagar,Laxmi Nagar,Mahavir Enclave,Mehrauli,Mohan Garden,Om Vihar,Paschim Vihar,Pitampura,Sector 16 Rohini,Sector 22 Rohini,Shahadra,Tilak Nagar,Uttam Nagar,Vikas Puri,Vishnu Garden
224,910.0,2.0,2.0,87.25,0,1,0,0,9587.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,360.0,1.0,1.0,17.0,0,0,0,1,4722.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,975.0,2.0,2.0,110.0,1,0,0,0,11282.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,968.0,1.0,1.0,275.0,0,0,1,0,28409.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,900.0,2.0,1.0,135.0,1,0,0,0,15000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,450.0,1.0,1.0,51.0,0,0,0,1,11333.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,668.0,2.0,2.0,82.0,0,1,0,0,12275.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,960.0,2.0,1.0,95.0,0,1,0,0,9895.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,858.0,2.0,2.0,140.0,0,1,0,0,16317.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,945.0,2.0,2.0,85.0,0,1,0,0,8994.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,720.0,2.0,2.0,115.0,0,1,0,0,15972.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,980.0,2.0,2.0,95.0,0,1,0,0,9693.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,900.0,2.0,2.0,125.0,0,1,0,0,13888.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,360.0,1.0,1.0,25.0,0,0,0,1,6944.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,356.0,1.0,1.0,28.0,0,1,0,0,7865.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,840.0,2.0,2.0,71.0,1,0,0,0,8452.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,900.0,2.0,2.0,95.0,0,1,0,0,10555.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,396.0,1.0,1.0,15.0,1,0,0,0,3787.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,900.0,3.0,2.0,80.0,0,1,0,0,8888.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,650.0,2.0,1.0,57.0,0,0,0,1,8769.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,450.0,1.0,1.0,18.0,0,1,0,0,4000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,970.0,2.0,2.0,105.0,0,1,0,0,10824.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,850.0,2.0,1.0,110.0,0,1,0,0,12941.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,800.0,2.0,2.0,125.0,0,1,0,0,15625.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,650.0,1.0,2.0,69.0,0,0,0,1,10615.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,366.0,1.0,1.0,20.0,0,0,0,1,5464.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,800.0,1.0,2.0,95.0,0,1,0,0,11875.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,500.0,1.0,1.0,100.0,0,0,0,1,20000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,900.0,2.0,1.0,99.0,1,0,0,0,11000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,500.0,1.0,1.0,53.0,1,0,0,0,10600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,473.0,1.0,1.0,21.5,0,0,0,1,4545.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,980.0,2.0,2.0,120.0,0,1,0,0,12244.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,648.0,2.0,2.0,70.0,0,1,0,0,10802.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,650.0,2.0,2.0,80.0,0,1,0,0,12307.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,850.0,2.0,2.0,110.0,0,1,0,0,12941.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,669.0,2.0,2.0,78.0,0,1,0,0,11659.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,490.0,1.0,1.0,23.0,0,1,0,0,4693.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,650.0,1.0,1.0,75.0,0,0,0,1,11538.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,780.0,2.0,2.0,78.0,0,1,0,0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,450.0,1.0,1.0,85.0,0,1,0,0,18888.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,955.0,2.0,2.0,90.0,0,1,0,0,9424.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,344.0,1.0,2.0,45.0,0,0,0,1,13081.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,450.0,1.0,2.0,45.0,0,0,1,0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,650.0,2.0,2.0,55.0,0,1,0,0,8461.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,900.0,3.0,2.0,110.0,1,0,0,0,12222.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,675.0,2.0,2.0,50.0,0,0,0,1,7407.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,750.0,2.0,2.0,53.0,0,1,0,0,7066.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,450.0,1.0,1.0,35.0,1,0,0,0,7777.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,540.0,1.0,1.0,11.5,0,0,0,1,2129.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,450.0,1.0,1.0,40.0,0,0,0,1,8888.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,656.0,2.0,2.0,100.0,0,1,0,0,15243.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,517.0,1.0,1.0,32.0,0,1,0,0,6189.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,300.0,1.0,1.0,15.0,1,0,0,0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,900.0,3.0,2.0,75.0,0,1,0,0,8333.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,910.0,3.0,2.0,75.0,1,0,0,0,8241.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,495.0,1.0,1.0,16.25,0,0,0,1,3282.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,420.0,1.0,1.0,20.5,0,0,0,1,4880.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,900.0,2.0,2.0,145.0,0,1,0,0,16111.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,950.0,3.0,2.0,80.0,0,1,0,0,8421.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,873.0,2.0,2.0,160.0,0,1,0,0,18327.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,900.0,3.0,2.0,75.0,0,0,0,1,8333.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,350.0,1.0,1.0,22.0,0,1,0,0,6285.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,650.0,1.0,1.0,85.0,0,1,0,0,13076.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,700.0,2.0,2.0,63.0,0,1,0,0,9000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,756.0,2.0,2.0,133.0,0,1,0,0,17592.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,685.0,2.0,1.0,55.0,0,1,0,0,8029.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,920.0,3.0,3.0,140.0,0,1,0,0,15217.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,750.0,2.0,1.0,105.0,0,1,0,0,14000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,750.0,2.0,1.0,110.0,0,1,0,0,14666.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,715.0,1.0,1.0,36.0,1,0,0,0,5034.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,950.0,2.0,2.0,170.0,1,0,0,0,17894.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,450.0,1.0,1.0,35.0,0,0,0,1,7777.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,400.0,1.0,1.0,64.0,1,0,0,0,16000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,450.0,1.0,1.0,22.0,0,0,0,1,4888.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,900.0,3.0,2.0,80.0,0,1,0,0,8888.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,540.0,1.0,1.0,27.0,0,0,0,1,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,900.0,2.0,2.0,70.0,0,0,0,1,7777.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,500.0,1.0,1.0,35.0,1,0,0,0,7000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,950.0,2.0,2.0,100.0,0,1,0,0,10526.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,720.0,2.0,2.0,55.0,1,0,0,0,7638.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,355.0,1.0,1.0,20.0,0,1,0,0,5633.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,650.0,2.0,2.0,50.0,0,0,0,1,7692.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,800.0,1.0,1.0,48.0,0,0,0,1,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,300.0,1.0,1.0,14.0,0,1,0,0,4666.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,630.0,2.0,1.0,75.0,0,0,0,1,11904.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,648.0,2.0,2.0,65.0,0,1,0,0,10030.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,900.0,3.0,2.0,125.0,0,0,1,0,13888.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,750.0,2.0,2.0,90.0,1,0,0,0,12000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,550.0,1.0,1.0,68.0,1,0,0,0,12363.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,312.0,1.0,1.0,36.0,1,0,0,0,11538.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,900.0,2.0,2.0,95.0,0,0,0,1,10555.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,602.0,2.0,2.0,100.0,0,1,0,0,16611.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,668.0,2.0,1.0,55.0,0,1,0,0,8233.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,450.0,1.0,1.0,22.0,0,0,0,1,4888.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,300.0,1.0,1.0,100.0,0,1,0,0,33333.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,525.0,1.0,1.0,105.0,1,0,0,0,20000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,493.0,1.0,1.0,8.0,0,0,0,1,1622.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,890.0,2.0,2.0,140.0,0,0,0,1,15730.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,450.0,1.0,2.0,13.0,0,1,0,0,2888.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,484.0,1.0,2.0,60.0,0,1,0,0,12396.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,800.0,2.0,2.0,85.0,0,0,0,1,10625.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,495.0,1.0,1.0,16.5,0,1,0,0,3333.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,720.0,2.0,2.0,70.0,0,1,0,0,9722.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,650.0,2.0,2.0,62.0,1,0,0,0,9538.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,900.0,2.0,2.0,125.0,0,1,0,0,13888.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,650.0,2.0,2.0,97.0,0,0,1,0,14923.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,810.0,2.0,2.0,70.0,0,1,0,0,8641.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,450.0,1.0,1.0,20.0,0,1,0,0,4444.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,550.0,1.0,2.0,65.0,1,0,0,0,11818.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,410.0,1.0,1.0,16.0,1,0,0,0,3902.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,410.0,1.0,1.0,15.0,0,0,0,1,3658.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,840.0,2.0,1.0,85.0,0,1,0,0,10119.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,450.0,1.0,1.0,65.0,0,1,0,0,14444.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,500.0,1.0,1.0,20.0,0,1,0,0,4000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,450.0,1.0,1.0,23.0,1,0,0,0,5111.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,900.0,3.0,1.0,150.0,0,0,1,0,16666.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,400.0,1.0,1.0,40.0,0,0,0,1,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,630.0,2.0,2.0,56.0,0,1,0,0,8888.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,754.0,2.0,2.0,82.0,0,1,0,0,10875.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,600.0,2.0,3.0,115.0,1,0,0,0,19166.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,903.0,3.0,3.0,96.0,1,0,0,0,10631.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,585.0,1.0,1.0,35.0,0,1,0,0,5982.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,450.0,1.0,1.0,32.0,0,1,0,0,7111.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,730.0,2.0,2.0,60.0,0,1,0,0,8219.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,360.0,1.0,2.0,18.5,0,1,0,0,5138.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,753.0,2.0,2.0,82.0,0,1,0,0,10889.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,460.0,1.0,1.0,17.0,0,0,0,1,3695.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,720.0,2.0,2.0,92.0,0,1,0,0,12777.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,980.0,2.0,2.0,130.0,0,1,0,0,13265.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,640.0,2.0,2.0,45.0,0,1,0,0,7031.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,900.0,2.0,2.0,200.0,1,0,0,0,22222.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,312.0,1.0,1.0,36.0,1,0,0,0,11538.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,750.0,2.0,1.0,65.0,0,1,0,0,8666.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,861.0,2.0,2.0,175.0,0,1,0,0,20325.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,900.0,3.0,2.0,76.0,0,1,0,0,8444.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,904.0,3.0,3.0,140.0,0,0,0,1,15486.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,600.0,2.0,1.0,72.0,0,1,0,0,12000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,337.0,1.0,1.0,27.5,1,0,0,0,8160.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,900.0,2.0,2.0,125.0,0,0,0,1,13888.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,700.0,2.0,2.0,55.0,0,1,0,0,7857.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,400.0,1.0,2.0,14.5,0,1,0,0,3625.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,450.0,1.0,1.0,18.0,0,0,0,1,4000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,625.0,2.0,1.0,51.0,0,0,0,1,8160.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,500.0,1.0,1.0,25.0,0,0,0,1,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,900.0,3.0,2.0,220.0,0,0,1,0,24444.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,650.0,2.0,2.0,62.0,0,0,0,1,9538.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,450.0,1.0,1.0,22.0,0,0,0,1,4888.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,470.0,1.0,1.0,15.0,0,0,0,1,3191.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,450.0,1.0,1.0,35.0,0,0,0,1,7777.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,650.0,1.0,1.0,40.0,0,0,0,1,6153.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,452.0,1.0,1.0,35.0,1,0,0,0,7743.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,838.0,2.0,2.0,110.0,0,1,0,0,13126.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,485.0,1.0,1.0,14.0,0,1,0,0,2886.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,800.0,1.0,1.0,45.0,1,0,0,0,5625.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,400.0,1.0,1.0,17.0,0,1,0,0,4250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,450.0,1.0,1.0,32.0,0,0,0,1,7111.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479,900.0,2.0,2.0,85.0,0,1,0,0,9444.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,452.0,1.0,1.0,40.0,0,0,0,1,8849.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,753.0,2.0,2.0,95.0,0,1,0,0,12616.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,650.0,2.0,2.0,70.0,0,0,0,1,10769.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,500.0,1.0,1.0,23.0,1,0,0,0,4600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,720.0,2.0,1.0,79.0,1,0,0,0,10972.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,950.0,1.0,1.0,40.0,0,1,0,0,4210.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,505.0,1.0,1.0,23.0,0,1,0,0,4554.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,495.0,1.0,1.0,40.0,1,0,0,0,8080.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,500.0,1.0,1.0,25.0,0,1,0,0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,450.0,1.0,1.0,21.0,0,1,0,0,4666.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,900.0,2.0,2.0,70.0,0,0,0,1,7777.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
494,450.0,1.0,1.0,34.99,1,0,0,0,7775.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,630.0,1.0,1.0,58.0,0,1,0,0,9206.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,450.0,1.0,1.0,45.0,0,0,0,1,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497,968.0,3.0,3.0,82.0,1,0,0,0,8471.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,648.0,2.0,2.0,49.0,0,1,0,0,7561.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,350.0,1.0,1.0,13.0,0,1,0,0,3714.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502,722.0,2.0,2.0,62.0,0,1,0,0,8587.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,650.0,2.0,2.0,50.0,0,1,0,0,7692.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,900.0,2.0,1.0,90.0,0,1,0,0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506,900.0,2.0,2.0,70.0,1,0,0,0,7777.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,950.0,2.0,2.0,145.0,0,1,0,0,15263.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,700.0,1.0,1.0,55.0,0,0,0,1,7857.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,500.0,1.0,1.0,45.0,0,1,0,0,9000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514,900.0,2.0,2.0,68.0,0,1,0,0,7555.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,700.0,2.0,2.0,120.0,0,1,0,0,17142.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,450.0,1.0,1.0,24.0,0,0,0,1,5333.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,904.0,3.0,2.0,125.0,0,0,0,1,13827.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,648.0,2.0,2.0,62.0,1,0,0,0,9567.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,500.0,1.0,1.0,12.99,0,1,0,0,2598.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,400.0,1.0,1.0,10.5,0,1,0,0,2625.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526,720.0,2.0,2.0,85.0,0,1,0,0,11805.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527,450.0,1.0,1.0,14.0,0,1,0,0,3111.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531,800.0,2.0,2.0,68.0,1,0,0,0,8500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,500.0,1.0,1.0,80.0,0,1,0,0,16000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534,398.0,1.0,1.0,24.0,0,1,0,0,6030.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535,780.0,2.0,2.0,55.0,0,1,0,0,7051.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537,900.0,2.0,2.0,110.0,1,0,0,0,12222.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,900.0,2.0,2.0,105.0,0,1,0,0,11666.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
543,850.0,2.0,2.0,95.0,1,0,0,0,11176.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
548,900.0,2.0,2.0,80.0,1,0,0,0,8888.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,630.0,2.0,2.0,45.0,1,0,0,0,7142.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
